scorer,,,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah
labeled-data,173-F13_05_08_2021__12_00,img022713.png,496.17972166364405,588.2069603753191,495.078961792273,608.9379379528079,502.4173609347469,643.0614939653117,518.3783790696277,658.6555921430687,533.605557290261,666.3609112426664,552.3184751035697,665.4436113498571,567.7291133027647,660.1232719715636,575.8013523594861,647.6479934293578,568.8298731741359,630.2192954659822,,,,,,,,,337.1199202505218,625.2658760448123,339.5048999718258,641.0434342011313,343.7244794787483,655.7202324860791,353.2643983639644,672.0481705780836,364.2719970776753,681.9550094204235,,,,,,,,,,,311.43552325186306,606.0025782958184,301.16176445239955,620.6793765807662,293.2729853742401,628.7516156374875,283.733066489024,639.7592143511984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img023239.png,,,496.17776466345754,608.2112218122033,519.2329377708288,624.3000836209445,,,,,,,,,,,,,,,,,,,,,350.7145501658703,631.7639885837625,340.92854143684224,653.3263806985702,332.3035845909191,673.230127266085,321.5223885335153,686.6651561991575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img023960.png,450.2719132496407,633.5061717308431,431.93206763955124,621.8353608880589,412.5918668143659,614.8328743823884,391.41768142817165,617.667214158493,370.7436736495253,623.0024419723372,354.73799020799265,626.1702334868073,,,,,,,190.01283145555232,641.8424651899746,199.18275426059708,669.5189594742916,219.6900361700608,684.1908359623632,243.6985613323598,679.6892374944322,265.70637606446724,675.1876390265011,283.7127699361914,670.0191370818395,,,,,,,,,,,542.9714965151841,582.1546040225924,528.7997976346603,597.1599322490293,517.4624385302413,610.3312759144573,500.7898516119782,631.6721871698342,491.61992880693344,645.34370844281,486.28470099308925,656.8477934164116,476.11442297294866,672.1865733812137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.362623088324,609.497646568544,222.3576500769829,630.838557823921,201.85036816751918,622.8357161031546,197.6822214379534,595.9928511647508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img025327.png,281.0182384877819,597.3605593965027,257.85946155616574,590.6135141487091,230.32422284219695,584.5958791979742,206.80074076205142,601.1899634560614,200.41840066278712,619.242868308266,,,,,,,,,182.5478483848471,649.3310430619406,195.3125285833757,668.1133582112041,211.54190769293348,683.2486218751736,236.70656294146124,682.5192115781149,260.23004502160677,676.1368714788506,279.74177046792903,675.9545189045859,303.99466284513335,665.742774745763,318.76522136057355,646.2310492994408,325.87697175689664,620.5193363281189,455.3472994848294,651.3369213788521,433.8296957215955,637.8428308832648,414.8650279980673,626.1722661303244,389.1533150267455,627.4487341501773,374.74746165983464,627.4487341501773,365.62983294659995,619.9722786053248,351.2239795796891,613.7722910803252,,,,,276.6417767054292,554.5077044442996,270.4417891804296,573.4723721678279,,,,,,,,,,,,,,,323.3240357171909,522.5960039479781,304.177015419398,511.29014434356714,283.7535271017523,506.5489774126851,262.7829810613125,517.6724844428314,248.37712769440168,532.6253955325363,239.80655670396106,548.4900694935648,235.7948000701378,566.3606217715047,,,,,,,,,295.6064444289574,546.8488963251825,321.3181574002793,547.9430117707707,349.76515898557153,546.4841911766531,374.01805136277585,548.1253643450353,397.7238860171861,553.4135889987115,411.2179765127734,565.0841537516519,416.3238485921849,581.3135328612096,,,363.6239546296883,602.2840789016495,389.33566760101013,588.4252832575328,413.04150225542037,596.0840913766499,430.547349384831,602.1017263273848,453.7061263164472,606.8428932582668,470.1178580002696,612.4958230604724,482.7001856245335,624.5310929619421,,,,,,,541.0530093892356,568.3665000884164,534.8530218642361,583.6841163266507,526.8295085965896,601.1899634560614,514.9765912693844,612.4958230604724,503.3060265164439,627.9957918729714,484.3413587929158,647.6898698935582,475.04137750541634,666.6545376170866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img025867.png,,,,,366.4778468298122,607.1740551892282,352.24499462310126,625.1523948187578,335.3903012204172,651.3708067784886,319.84652841571966,663.5436409026494,300.3699938170625,671.9709876039914,282.9534773009556,673.094633830837,270.2188200633721,671.7837132328505,,,,,,,,,515.9227950002777,634.7033877469455,502.06449153584856,640.1343445100326,489.32983429826504,650.6217092939249,479.77884137007743,669.3491464080183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img031570.png,,,,,,,361.38258005081263,602.8725856540223,347.5688188481135,622.2477312370289,337.70184656047127,644.3138692621197,335.54905260680385,667.0976052717664,343.80142942919554,685.0375548856614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img033194.png,,,218.14436280850626,588.5253181203994,210.099886283463,601.1077044800825,211.7500353142411,621.0126271638434,216.18481083445727,641.0206841620279,222.06346675660424,659.3785921294343,230.41734622491842,681.861872673786,252.59122382599915,688.9781403690166,285.59420444156126,686.296648194002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img034377.png,,,471.1562632080511,518.4905518098437,476.5694480200051,538.200096509779,,,,,,,,,,,,,,,,,440.342749663082,530.2885187076923,449.50352396023493,544.1684797639847,460.05229436301715,562.7676275794165,467.686272943978,575.1207929195168,480.73343633689285,590.1111508603126,491.8374051819268,604.4075107482938,500.85937986851684,614.4010827088243,,,,,,,,,,,396.6208723357609,604.4075107482938,408.41883923360945,622.173860900348,416.74681586738484,643.8266001481642,414.38722248781517,664.3689425114769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img038557.png,465.6420989659389,536.3577421678451,488.87433371593295,535.7298439313588,503.9438913916048,550.5901021948685,494.5254178443098,574.4502351813488,,,,,,,,,,,387.3641188173104,560.4271745664876,367.8992734862343,563.3573663367571,342.3647452024571,578.8455228367532,334.82996636462116,593.0778828637765,322.4813010470568,612.5427281948525,313.272126911924,634.1005676475497,297.783970411928,655.6584071002469,292.13288628355104,679.7278394988894,,,,,,,,,,,,,,,291.71428745922685,580.5199181340499,281.87721508760774,598.101068755667,277.06332860787927,629.0773817556592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img039189.png,339.86979261737906,610.4005636232461,360.9326223492484,612.2728151549678,388.0802695592133,615.8612972574344,409.1430992910826,631.6194143160922,426.6174469204853,634.7398335356283,441.5954591742591,635.051875457582,456.88551334998635,639.7325042868863,468.27504350129357,646.597426569866,480.4446784574847,659.8592082528949,,,,,282.29805801693624,612.1167941939909,290.723189909684,637.0801479502805,307.72947465615624,648.9377409845181,321.92738210504587,660.3272711358252,335.0331428270979,668.4403611066193,347.9828825881732,678.8937654920655,,,,,,,,,,,,,,,231.59124569947306,616.4853811013417,228.15878455798324,632.3995191209763,242.20067104589612,652.5262230869847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img052543.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
