scorer,,,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah
labeled-data,173-F13_05_08_2021__12_00,img023239.png,,,,,,,412.89043824701196,301.4780278884463,475.3884462151393,324.820657370518,450.91633466135454,308.63141434262957,,,421.1700427089689,318.9700601412011,403.5099803915998,305.70477990281057,358.41065958111926,281.194279462332,304.4875586120663,281.194279462332,263.30991787206244,306.6851999204297,232.74798224197696,344.33883274142505,206.07664429782682,392.3359614115893,194.31513865293283,445.46165330398173,194.66104321556935,498.34114475343756,205.4575866303747,547.4241182516697,205.956730535526,602.6894691694548,208.45418326693232,653.4999402390438,,,,,,,,,,,,,,,,,460.70517928286847,484.45412350597616,463.32871422920437,384.30671314741045,,,,,432.84462151394416,501.77284860557774,354.91035856573706,609.0736454183267,446.398406374502,644.0875896414343,443.3864541832669,490.10153386454186,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img023960.png,726.8864541832668,371.50591633466144,,,701.2848605577688,333.4800199203188,643.3047808764939,266.46408366533876,668.9063745019919,314.6553187250997,650.4581673306772,283.406314741036,,,560.4971585461519,293.4100496818618,548.0811456518562,267.65227138339355,511.93949383966196,277.33037133204596,476.04023358919096,287.5355186609962,437.1528675894742,290.5943106195631,391.23435171874576,292.7215610274207,351.5082705863364,307.75747554160654,318.45005435198607,330.12906191143026,290.58949658306165,366.61321256717105,272.8704310175662,408.56248818002274,261.5636870794398,457.94453995973737,255.52785947597488,506.50034582240795,,,,,,,,,,,,,,,,,573.2768924302787,382.0477490039841,569.8884462151393,346.2808167330678,,,,,401.5956175298804,505.53778884462156,304.8366533864542,530.3863944223108,336.8386454183267,595.8963545816733,496.8486055776891,408.02583665338653,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img024610.png,,,,,,,,,,,,,,,,,,,548.6641639923103,164.29271217748598,546.5285763271164,173.14014679043203,545.6133244706048,181.07232954686643,545.0031565662637,189.0045123033008,546.5285763271164,197.24177901190575,547.443828183628,204.8688778161696,549.7213729873636,212.6714324814409,552.8642371586333,223.96141844984714,559.3507030141651,237.9849651214164,,,,,,,,,,,,,,,,,,,,,,,,,,,606.8010214703406,200.72880430239002,589.3141152723504,237.10824205303615,,,629.0887380905361,165.20662583274384,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img025327.png,926.4282868525893,261.1931673306774,,,848.4940239043822,273.61747011952195,,,815.9570988891402,260.8047500857782,850.7529880478085,251.40432270916347,848.1175298804778,238.9800199203188,776.9601593625496,239.35651394422325,819.3244543729571,239.64847307990345,812.3603823558711,223.67162585728641,804.3451017392687,208.32474492584052,787.767426373792,195.49608744600445,765.422278353856,197.91611206162128,744.2029232878201,212.504418669521,726.2990924508523,229.74514466067518,707.0690519222572,259.5848627222882,697.1224792350529,281.46732263413776,690.4914307769167,306.0022019292418,,,,,,,891.4143426294818,492.73699203187255,882.754980079681,523.6095019920319,,,,,,,869.8110234077302,224.65281126059563,743.0756972111552,423.08559760956183,742.3227091633464,320.30272908366544,822.5159362549798,510.8087051792829,831.5517928286849,532.6453585657371,704.8098569095577,405.7516525390777,675.297453145657,373.5563029784587,,,725.1196559201416,410.70871620237085,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img025867.png,246.1724616205106,638.3026268033003,213.64730552119153,567.2119284719314,,,217.59678876182312,499.83839083762757,,,193.8998893180335,463.3637514976769,311.2227738191488,369.2731213532181,,,313.5459992548145,361.60647741552145,348.62670333336575,343.94996410446254,387.0906598774608,325.44110083423703,431.41347285469743,317.8528990099075,476.58713389283304,325.33951514628234,520.985385186902,351.10117011104865,550.8780530918891,381.35539551694694,576.6658554277778,415.48216394837686,599.4319627990342,463.0821380084002,604.6476482419877,513.057632246334,646.464204185702,538.4039330696774,339.1014790471366,546.3028995509405,320.5156755618114,447.10117344801733,324.23283625887643,570.4644440818633,326.5560616945421,599.0401169405508,367.90947444939064,589.282570110755,506.14138787149676,621.8077262100742,451.3132675897875,648.060173633096,355.1526290671153,566.6833583977292,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img031570.png,,,234.8087649402391,598.1553187250996,,,249.11553784860558,557.8704581673308,172.0660387773181,490.82109466675024,206.19521912350604,533.0218525896414,317.2609561752988,368.87045816733075,,,304.92183447668424,355.40185439700304,343.79782325006045,330.09157370517937,384.750490765408,310.4167801509266,433.3752896384235,301.7693408221207,482.85699204498644,308.5581564733944,526.8948696208043,332.20402211013516,558.7997573414523,368.93007427230464,580.9158004405858,414.40067007450483,596.157846798216,464.28016663133815,602.5582452045907,517.9126802062203,642.9282868525895,537.9162749003984,345.49800796812747,576.3186653386454,344.74501992031867,458.0995418326694,,,,,389.17131474103587,612.0855976095618,496.8486055776891,619.6154780876494,447.15139442231066,640.3226494023904,369.6944301999921,593.8760398011914,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img033194.png,,,,,,,499.48406374501985,519.844561752988,429.45617529880474,589.8724501992032,470.87051792828674,559.7529282868526,365.4521912350598,408.7788247011953,287.5179282868526,437.7688645418327,329.30876494023903,423.93568996859534,315.344142585738,398.47748337169816,302.8944869145101,368.72478853395586,292.63455130296455,337.97623881890627,278.8985674808565,304.3537648777654,247.8758982881086,301.96740570909253,217.64868215158498,319.46737294602724,200.14871491465027,351.2854951949994,183.44420073393985,378.3308991066258,174.6942171154725,405.37630301825214,,,,,430.2943444368435,420.26785404077634,,,,,,,,,,,413.330133982764,357.64911964479387,237.44422310756977,585.731015936255,228.78486055776898,500.6433665338646,,,,,,,,,,,173.8987640592482,536.6260572952624,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img034377.png,208.83067729083672,681.3604980079681,219.3725099601594,623.7569123505976,,,236.13245563440177,566.5298207171315,168.5458167330678,488.21906374502,196.4063745019921,522.4800199203187,345.49800796812747,391.4600996015937,275.84661354581675,372.44118978392504,309.25747736208194,378.865434632289,326.382307698402,348.532814548826,337.4291077690277,318.89416760558134,346.1395579060137,294.605726722116,370.027036216344,285.5384051705446,395.45545358744886,302.49068341794776,416.6458013967029,316.90011992824054,435.2933074688464,333.8523981756437,448.85513006676894,352.4999042477873,457.33126919047055,376.2330937941518,,,432.84462151394416,531.5158764940239,407.6195219123506,435.13340637450204,356.0398406374502,604.5557171314741,343.99203187251,624.8863944223108,480.1336633663366,467.3990099009901,,,,,460.75862885093284,498.57991736026196,,,215.60756972111557,412.9202589641435,,,,,,,,,,,203.04709547942235,375.38547988178163,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img036282.png,450.5398406374501,677.9720517928287,,,432.84462151394416,600.0377888446214,473.129482071713,491.6075099601594,373.3585657370518,514.9501394422311,427.19721115537845,505.9142828685259,382.01792828685257,377.15332669322714,296.55378486055776,397.8604980079682,339.3769992744325,386.56567729083673,339.91122370318516,358.96000772867103,333.935576729843,330.1768263285243,327.28017839001996,304.2448949923516,307.3195261942476,282.8876864371873,273.31534246420256,289.6885231831963,238.33961062758488,318.8349663803778,215.02245606983956,357.6968906432864,195.59149393838538,392.67262247990413,181.01827233979463,430.56299863623997,,,,,443.76294820717123,412.5437649402391,,,,,,,,,,,441.39316490128226,362.55463117614994,261.16334661354585,588.3664741035857,231.42031872509966,486.71308764940244,318.0139442231076,623.0039243027888,330.8147410358565,645.9700597609561,236.80693069306923,580.1910891089109,201.42078257782168,549.0918676381112,253.28217821782172,601.7356435643562,248.51070963670077,584.5377691215335,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img038557.png,261.9163346613546,562.7648804780877,351.1454183266932,554.8585059760957,280.7410358565737,509.6792231075697,416.6553784860557,519.0915737051794,327.4262948207171,461.4879880478088,372.98207171314743,491.9840039840638,438.8685258964143,322.9381872509961,368.46414342629475,304.48998007968135,407.99601593625493,314.27882470119533,407.7779608718158,286.3092394000514,378.6175588507183,268.2494494736359,344.10126148981317,260.22728824355,303.50713859444727,272.37049930375974,258.4078177839667,290.99847963852346,230.95605729063072,314.52856006138285,206.44555685015217,341.98032055471884,195.66093665634162,381.19712125948456,186.83715649776934,429.2377021228225,,,,,482.1653386454183,400.1194621513945,,,,,,,,,,,482.12535578194274,354.7756824014309,260.0338645418327,410.6612948207172,282.24701195219126,323.31468127490047,,,,,258.9043824701195,495.7489442231076,189.2529880478088,516.8326095617531,215.98406374501997,616.6035258964143,259.6188118811881,455.9930693069307,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img039189.png,452.422310756972,617.7330079681275,,,475.76494023904377,580.0836055776892,495.9133321284256,455.4640836653387,445.6454183266932,527.3744422310757,477.550306047341,495.94315284555717,379.7589641434263,364.3525298804782,311.2370517928287,402.75492031872517,350.3924302788845,380.5417729083666,340.5857178646871,344.1760266902166,326.45441918326196,310.30605349067474,303.25573970880305,283.4565733558726,267.231597942539,293.93973969138085,240.7602574668221,321.3915001847169,205.46513683253306,356.68662081900595,182.91547642729273,390.02090141805684,170.1700161982439,423.35518201710767,165.26791611014818,470.4153428628265,,,,,442.25697211155375,392.21308764940244,,,,,,,,,,,412.3687650672682,331.97064312932577,251.37450199203192,567.2828087649402,246.4800796812749,474.66527888446217,,,,,240.07968127490045,570.2947609561753,182.09960159362555,560.129422310757,215.23107569721117,603.426235059761,245.63813460553965,568.7775849862215,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img039301.png,,,,,,,495.34262948207163,360.1139913063052,555.2051792828684,405.7668725099602,527.7211155378485,378.6593027888447,415.5258964143426,365.10551792828693,406.8665338645418,446.8047211155379,411.7609561752987,396.0870554206659,376.6065283558786,382.54779358957813,340.74937110348657,368.6584158298155,308.58048330245435,355.75446790130013,273.1141180482538,347.86284066043373,238.79941743158378,352.7649407485294,210.36723692062873,375.3146011537697,186.83715649776934,408.6488817528205,172.13085623348218,444.9244224047288,165.26791611014818,487.0824831623519,,,,,,,,,,,,,,,,,,,398.58366533864535,587.6134860557769,377.12350597609554,509.6792231075697,465.22310756972104,608.6971513944223,,,232.193937122796,601.3051155772946,184.84653465346528,600.4683168316831,220.3316831683168,619.4782178217822,320.5959528223739,586.5848086860478,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img042228.png,,,,,,,,,,,,,263.07334071458484,349.3108803638757,345.6635615536536,345.1813693219223,302.30369561314257,341.0518582799689,300.3826060634656,373.21295105771037,298.0333487833281,408.63491352405066,300.5461570694119,445.2689734214764,304.72762585423465,484.33917081730215,313.7711602052786,523.5584302672219,327.95441662957336,563.367126759004,347.2194928125606,599.9108935197186,372.6456122111173,632.2961907500094,403.54453434412403,659.5315223988525,441.8804780876493,675.7130876494024,,,,,,,,,153.50287589871846,529.240543919975,254.77938638542668,671.7984398152183,,,204.4847168149139,421.3943419818694,,,,,,,,,469.1981215720824,454.7286225809202,478.02390438247005,604.5557171314741,532.9254227173267,579.2419648185512,429.98132086731664,400.8055216118674,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img045663.png,,,,,,,,,,,,,300.689985188116,335.11430648181266,367.3038373531888,334.51418168753275,336.09734805063215,334.51418168753275,334.8296943059124,367.38155744415565,333.5246925409996,401.48972574439466,332.7603762733555,437.573712742204,333.14067149669467,475.3645747878666,337.56897702646467,514.8255290240418,346.5935053803345,555.5689793423971,361.7948013702033,592.4286108276862,382.36352300479865,626.5851019823458,406.3577608675877,659.3069795593937,439.99800796812747,679.8545219123506,,,,,,,,,193.70009662110334,486.10206314473277,257.2852697637933,665.7843197071385,225.0735371849159,674.342706527608,232.916897325869,402.76636164710567,,,,,,,,,479.9827417658929,448.8461024752053,481.03585657370513,601.9202589641434,516.2582824178012,573.3594447128364,448.60930120208036,391.00132143567595,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img052543.png,,,,,544.5724556804515,456.0729698927556,560.0996015936254,397.1075099601594,512.2848605577689,402.37842629482077,538.2629482071712,395.6015338645419,,,416.9688581489212,360.4308498100016,404.04655243579987,345.0421302617913,357.4302395635001,334.13696041376573,304.48755861206644,337.0782204666231,265.2707579073007,365.5104009775783,241.9789675338087,403.3138166393209,229.9218840963502,451.6737829067446,234.09321160582954,501.72962029334406,253.41629233622768,548.7879262853257,281.74537047141763,584.2839109908732,316.54377186809194,617.7407198230839,365.4521912350598,626.7688645418327,,,,,,,,,160.36581602205246,539.0447440961664,222.74663676120647,641.7162855797926,184.876316462531,646.890946034272,,,483.67131474103576,528.8804183266932,458.4462151394422,435.8863944223108,,,,,476.29947703303407,568.0548679508411,416.15827595223567,596.120761788547,453.2453499520613,613.1607687614398,477.8030070600541,550.0125076266016,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img052774.png,,,,,,,281.1175298804781,367.7409760956176,,,,,,,,,,,430.9617408849358,285.1159595328086,451.55056125493786,318.4502401318594,461.3547614311292,352.7649407485294,470.07778283919527,391.0523052393012,471.23305306204975,442.1267904846275,471.5478443679781,492.2560541219635,467.1268522327374,540.2600601152897,454.65042354141053,587.7471373270333,427.12015288272505,620.7155054649106,393.312749003984,647.0995418326693,,,,,,,,,276.0817232929658,511.4833233113753,313.1195219123506,612.4620916334661,276.5996015936255,629.4043227091634,290.76167836539844,451.7873625280628,,,,,,,,,560.3771832106627,498.8475233737816,479.00232174827374,606.6937253118872,,,546.6513029639947,360.60830088948256,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img059378.png,249.49203187250998,546.9521314741036,253.6334661354582,487.0895816733068,,,284.88247011952194,420.45013944223115,,,320.64940239043824,406.519860557769,,,,,,,389.7841001449318,386.0992213475802,432.92258092017414,373.3537611185314,479.00232174827374,386.0992213475803,507.265897838617,422.29624202740087,517.1566497181641,470.757668110904,517.1724716940121,527.2998012984593,515.7953670471501,580.3428437538616,507.54572186861435,631.348909962748,481.9949067719756,670.362191379209,421.1733067729083,684.3724501992032,310.9111740608385,488.86895319445654,332.9629477904646,429.73010546500484,277.77346464811586,514.6091101086462,258.94382967263147,548.6190406530798,288.27091633466136,565.4003386454183,353.7808764940239,642.5816135458167,304.0836653386454,646.3465537848606,303.709460300179,521.1183217979626,,,,,,,,,585.8681036687603,567.4769246071215,532.9254227173267,639.0475858933189,,,575.0834834749497,440.02232231663305,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img063342.png,,,,,,,,,,,,,,,,,,,361.35191963397665,310.6068799909063,382.92116002159787,343.9411605899571,395.6666202506467,383.15796129472284,416.22534923933677,426.0671160652338,436.9001297319244,472.08456807179846,457.19928280343277,517.107943634099,479.231843940369,568.2813057937993,484.91498988430146,613.7569454872453,462.5995385457676,659.8126453171825,425.30281781486167,681.7369920318724,,,,,,,,,259.7911531421599,610.6548853830733,348.50996015936255,642.5816135458167,318.93000087161164,655.2596095179988,236.8385773963456,460.61114268663505,,,,,,,,,563.3184432635201,499.82794339140077,541.815336046442,582.628254234245,,,504.4932422063715,396.88384154139084,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img065924.png,,,,,,,,,,,,,,,,,,,355.4693995282619,320.41108016709774,379.97989996874037,346.88242064281457,398.6078803035041,381.19712125948456,415.03623164741566,422.0142417333464,432.40093584058013,467.17479020636404,450.80994101522776,521.2826012444079,471.1278284822447,566.2344180655059,485.2650717353587,613.2561024540615,467.88918927593716,658.2223547341601,430.20916334661354,679.1015338645418,,,,,,,,,244.67469953716846,585.8658316042554,362.91813631546177,648.9113198138135,312.9158807635318,656.7631395450187,242.72109750206045,478.2587030037796,,,,,,,,,551.5534030520904,450.8069425104436,540.7829582859537,584.6930097552217,,,478.0219017306547,379.2362812242462,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img076106.png,220.1254980079682,561.6353984063745,218.24302788844625,488.5955577689243,,,290.90637450199205,376.4003386454184,,,,,269.06972111553785,400.1194621513945,,,293.3067229221736,387.32634311598423,335.49622032865557,378.7564071000695,381.0230387326152,370.8500325980774,424.7295688528842,385.6798152688188,464.1123793087504,419.94333717497534,494.8026038674549,460.54081079278467,522.1963744757637,502.7217638191027,547.7127870110317,551.4837015252176,556.966698649176,600.6221332552369,549.5577689243026,648.6055179282869,512.6613545816732,677.9720517928287,229.91434262948212,537.9162749003984,233.67928286852595,468.64137450199206,,,,,285.25896414342634,581.5895816733068,421.1733067729083,653.8764342629481,321.40239043824704,655.3824103585657,270.9521912350598,560.8824103585657,,,,,,,,,,,,,,,573.3455128703633,448.67878528656973,,,,,,
